Mês,Real,Previsto,Erro,Erro %
2024-09,"325.552.464,90","237.467.907,50","88.084.557,40","27,06"
2024-10,"339.108.861,90","284.322.875,27","54.785.986,63","16,16"
2024-11,"338.164.874,90","405.628.325,20","-67.463.450,30","-19,95"
2024-12,"662.934.080,80","423.030.327,50","239.903.753,30","36,19"
2025-01,"311.221.040,60","405.755.189,44","-94.534.148,84","-30,38"
2025-02,"332.225.362,30","398.593.095,60","-66.367.733,30","-19,98"
2025-03,"333.021.002,60","349.572.694,62","-16.551.692,02","-4,97"
2025-04,"342.522.504,10","363.351.354,56","-20.828.850,46","-6,08"
2025-05,"399.523.886,80","393.166.144,75","6.357.742,05","1,59"
2025-06,"368.739.137,00","407.781.128,54","-39.041.991,54","-10,59"
2025-07,"359.133.867,10","413.353.530,48","-54.219.663,38","-15,10"
2025-08,"359.422.419,60","412.012.423,21","-52.590.003,61","-14,63"
