Mês,Valores_Previstos
2025-09,"1.138.787.760,07"
2025-10,"1.114.898.082,97"
2025-11,"907.833.728,44"
2025-12,"1.232.320.543,11"
2026-01,"11.278.279.595,79"
2026-02,"4.693.770.221,33"
2026-03,"3.607.732.663,85"
2026-04,"3.171.897.263,77"
2026-05,"2.853.324.270,60"
2026-06,"1.004.471.164,31"
2026-07,"1.243.057.609,08"
2026-08,"1.350.774.089,46"
