Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),79270110.90920919,"79.270.110,91"
MAE (Mean Absolute Error),44823626.87934023,"44.823.626,88"
MAPE (Mean Absolute % Error),138.29015963085584,"138,29"
