Mês,Valores_Previstos
2025-09,"128.095.682,22"
2025-10,"126.298.717,92"
2025-11,"132.341.525,52"
2025-12,"250.014.799,54"
2026-01,"129.144.565,23"
2026-02,"123.398.282,09"
2026-03,"151.055.547,94"
2026-04,"114.296.226,19"
2026-05,"144.418.745,46"
2026-06,"139.928.912,45"
2026-07,"145.699.241,41"
2026-08,"139.086.443,46"
